0, 0
5.04, 48.04
9.94, 98.43
14.98, 150.00
19.97, 202.75
24.96, 257.84
29.96, 323.53
35.00, 388.04
40.04, 463.14
44.93, 550.00
49.92, 641.57
54.96, 740.20
59.80, 854.13

